,warehouse,date,holiday,shops_closed,winter_school_holidays,school_holidays,id,orders,year,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_num_week_0,day_num_week_1,day_num_week_2,day_num_week_3,day_num_week_4,day_num_week_5,day_num_week_6,holiday_name_1848 Revolution Memorial Day (Extra holiday),holiday_name_2nd Christmas Day,holiday_name_All Saints' Day Holiday,holiday_name_Christmas Eve,holiday_name_Cyrila a Metodej,holiday_name_Day of National Unity,holiday_name_Den boje za svobodu a demokracii,holiday_name_Den ceske statnosti,holiday_name_Den osvobozeni,holiday_name_Den vzniku samostatneho ceskoslovenskeho statu,holiday_name_Easter Monday,holiday_name_Good Friday,holiday_name_Independent Hungary Day,holiday_name_International womens day,holiday_name_Jan Hus,holiday_name_Labour Day,holiday_name_Memorial Day for the Martyrs of Arad,holiday_name_Memorial Day for the Victims of the Communist Dictatorships,holiday_name_Memorial Day for the Victims of the Holocaust,holiday_name_Memorial Day of the Republic,holiday_name_National Defense Day,holiday_name_New Years Day,holiday_name_Peace Festival in Augsburg,holiday_name_Reformation Day,IS_OUTLIER
1060,Prague_1,2023-11-03,0,0,0,0,Prague_1_2023-11-03,10406.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1061,Prague_1,2023-11-04,0,0,0,0,Prague_1_2023-11-04,9670.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1062,Prague_1,2023-11-05,0,0,0,0,Prague_1_2023-11-05,9556.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1063,Prague_1,2023-11-06,0,0,0,0,Prague_1_2023-11-06,8968.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1064,Prague_1,2023-11-07,0,0,0,0,Prague_1_2023-11-07,8617.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1065,Prague_1,2023-11-08,0,0,0,0,Prague_1_2023-11-08,8810.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1066,Prague_1,2023-11-09,0,0,0,0,Prague_1_2023-11-09,9583.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1068,Prague_1,2023-11-11,0,0,0,0,Prague_1_2023-11-11,10226.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1069,Prague_1,2023-11-12,0,0,0,0,Prague_1_2023-11-12,9406.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1070,Prague_1,2023-11-13,0,0,0,0,Prague_1_2023-11-13,9703.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1071,Prague_1,2023-11-14,0,0,0,0,Prague_1_2023-11-14,9180.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1072,Prague_1,2023-11-15,0,0,0,0,Prague_1_2023-11-15,9404.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1074,Prague_1,2023-11-17,1,0,0,0,Prague_1_2023-11-17,10376.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1075,Prague_1,2023-11-18,0,0,0,0,Prague_1_2023-11-18,8640.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1076,Prague_1,2023-11-19,0,0,0,0,Prague_1_2023-11-19,9793.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1077,Prague_1,2023-11-20,0,0,0,0,Prague_1_2023-11-20,9484.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1078,Prague_1,2023-11-21,0,0,0,0,Prague_1_2023-11-21,9112.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1079,Prague_1,2023-11-22,0,0,0,0,Prague_1_2023-11-22,9324.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1080,Prague_1,2023-11-23,0,0,0,0,Prague_1_2023-11-23,9580.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1082,Prague_1,2023-11-25,0,0,0,0,Prague_1_2023-11-25,10120.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1083,Prague_1,2023-11-26,0,0,0,0,Prague_1_2023-11-26,10004.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1084,Prague_1,2023-11-27,0,0,0,0,Prague_1_2023-11-27,9763.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1085,Prague_1,2023-11-28,0,0,0,0,Prague_1_2023-11-28,9205.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1086,Prague_1,2023-11-29,0,0,0,0,Prague_1_2023-11-29,9724.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1087,Prague_1,2023-11-30,0,0,0,0,Prague_1_2023-11-30,10110.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1089,Prague_1,2023-12-02,0,0,0,0,Prague_1_2023-12-02,10558.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1090,Prague_1,2023-12-03,0,0,0,0,Prague_1_2023-12-03,10388.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1091,Prague_1,2023-12-04,0,0,0,0,Prague_1_2023-12-04,10410.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1093,Prague_1,2023-12-06,0,0,0,0,Prague_1_2023-12-06,9331.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1094,Prague_1,2023-12-07,0,0,0,0,Prague_1_2023-12-07,9878.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1096,Prague_1,2023-12-09,0,0,0,0,Prague_1_2023-12-09,10843.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1097,Prague_1,2023-12-10,0,0,0,0,Prague_1_2023-12-10,10276.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1098,Prague_1,2023-12-11,0,0,0,0,Prague_1_2023-12-11,9978.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1099,Prague_1,2023-12-12,0,0,0,0,Prague_1_2023-12-12,10008.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1100,Prague_1,2023-12-13,0,0,0,0,Prague_1_2023-12-13,10150.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1101,Prague_1,2023-12-14,0,0,0,0,Prague_1_2023-12-14,10774.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1104,Prague_1,2023-12-17,0,0,0,0,Prague_1_2023-12-17,10597.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1105,Prague_1,2023-12-18,0,0,0,0,Prague_1_2023-12-18,10128.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1111,Prague_1,2023-12-24,1,0,0,0,Prague_1_2023-12-24,6762.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1112,Prague_1,2023-12-26,1,1,0,0,Prague_1_2023-12-26,9950.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1113,Prague_1,2023-12-27,0,0,0,0,Prague_1_2023-12-27,9324.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1114,Prague_1,2023-12-28,0,0,0,0,Prague_1_2023-12-28,10106.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1115,Prague_1,2023-12-29,0,0,0,0,Prague_1_2023-12-29,10039.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1117,Prague_1,2023-12-31,0,0,0,0,Prague_1_2023-12-31,10502.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1118,Prague_1,2024-01-01,1,1,0,0,Prague_1_2024-01-01,5389.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1119,Prague_1,2024-01-02,0,0,0,0,Prague_1_2024-01-02,9457.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1120,Prague_1,2024-01-03,0,0,0,0,Prague_1_2024-01-03,9558.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1121,Prague_1,2024-01-04,0,0,0,0,Prague_1_2024-01-04,9428.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1123,Prague_1,2024-01-06,0,0,0,0,Prague_1_2024-01-06,10380.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1124,Prague_1,2024-01-07,0,0,0,0,Prague_1_2024-01-07,10158.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1125,Prague_1,2024-01-08,0,0,0,0,Prague_1_2024-01-08,9678.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1126,Prague_1,2024-01-09,0,0,0,0,Prague_1_2024-01-09,9766.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1127,Prague_1,2024-01-10,0,0,0,0,Prague_1_2024-01-10,9800.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1128,Prague_1,2024-01-11,0,0,0,0,Prague_1_2024-01-11,10218.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1131,Prague_1,2024-01-14,0,0,0,0,Prague_1_2024-01-14,10636.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1132,Prague_1,2024-01-15,0,0,0,0,Prague_1_2024-01-15,10170.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1133,Prague_1,2024-01-16,0,0,0,0,Prague_1_2024-01-16,9882.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1134,Prague_1,2024-01-17,0,0,0,0,Prague_1_2024-01-17,9946.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1135,Prague_1,2024-01-18,0,0,0,0,Prague_1_2024-01-18,10640.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1138,Prague_1,2024-01-21,0,0,0,0,Prague_1_2024-01-21,10780.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1139,Prague_1,2024-01-22,0,0,0,0,Prague_1_2024-01-22,10232.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1140,Prague_1,2024-01-23,0,0,0,0,Prague_1_2024-01-23,9721.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1141,Prague_1,2024-01-24,0,0,0,0,Prague_1_2024-01-24,9818.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1142,Prague_1,2024-01-25,0,0,0,0,Prague_1_2024-01-25,9799.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1144,Prague_1,2024-01-27,0,0,0,0,Prague_1_2024-01-27,10728.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1145,Prague_1,2024-01-28,0,0,0,0,Prague_1_2024-01-28,10258.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1146,Prague_1,2024-01-29,0,0,0,0,Prague_1_2024-01-29,9920.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1147,Prague_1,2024-01-30,0,0,0,0,Prague_1_2024-01-30,9812.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1148,Prague_1,2024-01-31,0,0,0,0,Prague_1_2024-01-31,9814.0,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1149,Prague_1,2024-02-01,0,0,0,0,Prague_1_2024-02-01,9937.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1151,Prague_1,2024-02-03,0,0,0,0,Prague_1_2024-02-03,10792.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1152,Prague_1,2024-02-04,0,0,0,0,Prague_1_2024-02-04,10344.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1153,Prague_1,2024-02-05,0,0,0,0,Prague_1_2024-02-05,9860.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1154,Prague_1,2024-02-06,0,0,0,0,Prague_1_2024-02-06,9450.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1155,Prague_1,2024-02-07,0,0,0,0,Prague_1_2024-02-07,9926.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1156,Prague_1,2024-02-08,0,0,0,0,Prague_1_2024-02-08,10381.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1158,Prague_1,2024-02-10,0,0,0,0,Prague_1_2024-02-10,10600.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1159,Prague_1,2024-02-11,0,0,0,0,Prague_1_2024-02-11,10597.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1160,Prague_1,2024-02-12,0,0,1,0,Prague_1_2024-02-12,9618.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1161,Prague_1,2024-02-13,0,0,1,0,Prague_1_2024-02-13,9162.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1162,Prague_1,2024-02-14,0,0,1,0,Prague_1_2024-02-14,9880.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1163,Prague_1,2024-02-15,0,0,1,0,Prague_1_2024-02-15,9432.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1165,Prague_1,2024-02-17,0,0,1,0,Prague_1_2024-02-17,10488.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1166,Prague_1,2024-02-18,0,0,1,0,Prague_1_2024-02-18,10159.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1167,Prague_1,2024-02-19,0,0,1,0,Prague_1_2024-02-19,9466.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1168,Prague_1,2024-02-20,0,0,1,0,Prague_1_2024-02-20,9340.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1169,Prague_1,2024-02-21,0,0,1,0,Prague_1_2024-02-21,9224.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1170,Prague_1,2024-02-22,0,0,1,0,Prague_1_2024-02-22,9578.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1172,Prague_1,2024-02-24,0,0,1,0,Prague_1_2024-02-24,9888.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1173,Prague_1,2024-02-25,0,0,1,0,Prague_1_2024-02-25,10171.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1174,Prague_1,2024-02-26,0,0,0,0,Prague_1_2024-02-26,9776.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1175,Prague_1,2024-02-27,0,0,0,0,Prague_1_2024-02-27,9074.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1176,Prague_1,2024-02-28,0,0,0,0,Prague_1_2024-02-28,9078.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1177,Prague_1,2024-02-29,0,0,0,0,Prague_1_2024-02-29,9628.0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1179,Prague_1,2024-03-02,0,0,0,0,Prague_1_2024-03-02,10432.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1180,Prague_1,2024-03-03,0,0,0,0,Prague_1_2024-03-03,9900.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1181,Prague_1,2024-03-04,0,0,0,0,Prague_1_2024-03-04,9520.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1182,Prague_1,2024-03-05,0,0,0,0,Prague_1_2024-03-05,9316.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1183,Prague_1,2024-03-06,0,0,0,0,Prague_1_2024-03-06,9283.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1184,Prague_1,2024-03-07,0,0,0,0,Prague_1_2024-03-07,9754.0,2024,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
